imdbId,title,releaseYear,releaseDate,genre,writers,actors,directors,sequel,hitFlop,primary_genre,primary_actor,primary_director,hitFlop_label,genre_enc,actor_enc,director_enc
tt0368811,Jajantaram Mamantaram,2003,30 May 2003,Fantasy | Family,,Javed Jaffrey | Gulshan Grover | Joy Fernandes | Nishith Dadhich,Soumitra Ranade,0.0,1,Fantasy,Javed Jaffrey,Soumitra Ranade,Flop,9,192,614
tt0369516,Hawa,2003,04 Jul 2003,Horror | Thriller,Sutanu Gupta (screenplay) | Sutanu Gupta (story) | Sanjay Masoom (dialogue),Tabu | Shahbaaz Khan | Mukesh Tiwari | Imran Khan,Guddu Dhanoa,0.0,3,Horror,Tabu,Guddu Dhanoa,Average,11,476,192
tt0369637,Kuch Naa Kaho,2003,26 Aug 2003,Drama | Romance,Rohena Gera (story) | Naushil Mehta (dialogue) | Nidhi Tuli (dialogue) | Neeraj Vora (screenplay),Aishwarya Rai Bachchan | Abhishek Bachchan | Satish Shah | Suhasini Mulay,Rohan Sippy,0.0,2,Drama,Aishwarya Rai Bachchan,Rohan Sippy,Flop,7,18,496
tt0371735,Hungama,2003,01 Aug 2003,Comedy | Drama | Romance,Priyadarshan (story) | Priyadarshan (screenplay) | Neeraj Vora (dialogue),Akshaye Khanna | Aftab Shivdasani | Rimi Sen | Paresh Rawal,Priyadarshan,0.0,5,Comedy,Akshaye Khanna,Priyadarshan,Average,4,28,410
tt0371775,Khel,2003,11 Nov 2003,Action | Thriller,,Sunny Deol | Sunil Shetty | Ajay Jadeja | Celina Jaitly,Yusuf Khan,0.0,2,Action,Sunny Deol,Yusuf Khan,Flop,0,465,712
tt0371922,Saaya,2003,04 Jul 2003,Action | Drama | Horror,Amol Shetge (screenplay),John Abraham | Tara Sharma | Mahima Chaudhry | Zohra Segal,Anurag Basu,0.0,2,Action,John Abraham,Anurag Basu,Flop,0,199,78
tt0373856,Gangaajal,2003,29 Aug 2003,Crime | Drama,Prakash Jha (screenplay),Ajay Devgn | Gracy Singh | Mohan Joshi | Yashpal Sharma,Prakash Jha,0.0,4,Crime,Ajay Devgn,Prakash Jha,Average,5,19,397
tt0373970,Khanjar,2003,27 Jun 2003,Action,Saroj Khan (dialogue) | Saroj Khan (screenplay),Sunil Shetty | Tabu | Gulshan Grover | Pankaj Dheer,Chander Sharma,0.0,1,Action,Sunil Shetty,Chander Sharma,Flop,0,464,134
tt0373972,Khullam Khulla Pyaar Karen,2005,28 Apr 2005,Comedy,Rajeev Kaul (screenplay) | Anwar Khan (dialogue) | Anwar Khan (story) | Praful Parekh (screenplay),Govinda | Preity Zinta | Prem Chopra | Sadashiv Amrapurkar,Harmesh Malhotra,0.0,1,Comedy,Govinda,Harmesh Malhotra,Flop,4,150,200
tt0374271,Tere Naam,2003,15 Aug 2003,Romance,Bala (original story and screenplay) | Jainendra Jain (dialogue),Salman Khan | Bhoomika Chawla | Mahima Chaudhry | Sachin Khedekar,Satish Kaushik,0.0,5,Romance,Salman Khan,Satish Kaushik,Average,15,390,559
tt0374660,Footpath,2003,15 Aug 2003,Action | Crime | Drama,Mahesh Bhatt (screenplay) | Girish Dhamija (dialogue) | Vibha Singh (screenplay),Aftab Shivdasani | Bipasha Basu | Rahul Dev | Emraan Hashmi,Vikram Bhatt,0.0,2,Action,Aftab Shivdasani,Vikram Bhatt,Flop,0,16,682
tt0374848,Main Madhuri Dixit Banna Chahti Hoon!,2003,07 Oct 2003,Drama | Comedy,Makrand Deshpande (idea),Antara Mali | Rajpal Yadav | Asif Basra | Rita Bhaduri,Chandan Arora,0.0,1,Drama,Antara Mali,Chandan Arora,Flop,7,52,132
tt0374887,Munnabhai M.B.B.S.,2003,19 Dec 2003,Comedy | Crime,Vidhu Vinod Chopra | Rajkumar Hirani | Lajan Joseph | Abbas Tyrewala (dialogue),Sunil Dutt | Sanjay Dutt | Arshad Warsi | Gracy Singh,Rajkumar Hirani,0.0,6,Comedy,Sunil Dutt,Rajkumar Hirani,Hit,4,462,461
tt0375611,Black,2005,04 Feb 2005,Drama,Sanjay Leela Bhansali (screenplay) | Bhavani Iyer (English dialogue) | Bhavani Iyer (screenplay) | Prakash Kapadia (screenplay),Amitabh Bachchan | Rani Mukerji | Shernaz Patel | Ayesha Kapoor,Sanjay Leela Bhansali,0.0,4,Drama,Amitabh Bachchan,Sanjay Leela Bhansali,Average,7,37,548
tt0375733,Encounter: The Killing,2002,09 Aug 2002,Crime | Drama,Ajay Phansekar,Naseeruddin Shah | Dilip Prabhavalkar | Tara Deshpande | Akash Khurana,Ajay Phansekar,0.0,1,Crime,Naseeruddin Shah,Ajay Phansekar,Flop,5,281,33
tt0377131,Raghu Romeo,2003,18 Jun 2004,Comedy,Rajat Kapoor (screenplay) | Sanjeev Sharma (script & lyrics) | Saurabh Shukla (dialogue),Vijay Raaz | Sadiya Siddiqui | Saurabh Shukla | Maria Goretti,Rajat Kapoor,0.0,1,Comedy,Vijay Raaz,Rajat Kapoor,Flop,4,498,439
tt0377340,Aetbaar,2004,23 Jan 2004,Drama | Musical | Romance,Robin Bhatt (screenplay) | Vikram Bhatt (story) | Girish Dhamija (dialogue) | Sanjeev Duggal (screenplay),Amitabh Bachchan | John Abraham | Bipasha Basu | Supriya Pilgaonkar,Vikram Bhatt,0.0,1,Drama,Amitabh Bachchan,Vikram Bhatt,Flop,7,37,682
tt0378025,Hawayein,2003,22 Aug 2003,Drama | Romance,Ammtoje Mann (screenplay) | Harjit Singh (dialogue),Babbu Mann | Ammtoje Mann | Mahie Gill | Mukul Dev,Ammtoje Mann,0.0,1,Drama,Babbu Mann,Ammtoje Mann,Flop,7,88,53
tt0378072,Hum Tum,2004,28 May 2004,Drama | Romance | Comedy,Siddharth Anand (screenplay) | Kunal Kohli,Saif Ali Khan | Rani Mukerji | Kiron Kher | Rati Agnihotri,Kunal Kohli,0.0,6,Drama,Saif Ali Khan,Kunal Kohli,Hit,7,388,288
tt0378157,Kagaar: Life on the Edge,2003,10 Oct 2003,Crime | Drama,Sujit Sen,Om Puri | Nandita Das | Amitabh Dayal | Aditya Kotdar,N. Chandra,0.0,1,Crime,Om Puri,N. Chandra,Flop,5,299,350
tt0379818,I Proud to Be an Indian,2004,13 Feb 2004,Action,Vekeana Dhillon | Puneet Sira,Sohail Khan | Tim Lawrence | Scott Hinds | Phil Jones,Puneet Sira,0.0,1,Action,Sohail Khan,Puneet Sira,Flop,0,445,414
tt0380337,Ek Din 24 Ghante,2003,07 Nov 2003,Thriller,,Rahul Bose | Ahmed Chaudhary | Nandita Das | Vinit Kumar,Anant Balani,0.0,1,Thriller,Rahul Bose,Anant Balani,Flop,19,325,61
tt0381090,Chupke Se,2003,12 Sep 2003,Comedy | Musical | Romance,Abbas Tyrewala | Shona Urvashi,Zulfi Sayed | Masumeh Makhija | Rati Agnihotri | Tinnu Anand,Shona Urvashi,0.0,1,Comedy,Zulfi Sayed,Shona Urvashi,Flop,4,521,590
tt0381408,Market,2003,12 Sep 2003,Drama | Musical,Miraq Mirza (screenplay) | Arshad Sidhiqi (story),Manisha Koirala | Suman Ranganathan | Aryan Vaid | Shweta Menon,Jay Prakash,0.0,3,Drama,Manisha Koirala,Jay Prakash,Average,7,249,236
tt0382176,Master,2001,,Action,Suneil Anand (story) | Raajesh Johri (dialogue),Suneil Anand | Ting Leung | Sadashiv Amrapurkar | Leher Kala,Suneil Anand,0.0,1,Action,Suneil Anand,Suneil Anand,Flop,0,460,628
tt0382188,Mumbai Matinee,2003,26 Sep 2003,Romance | Comedy,Anant Balani,Rahul Bose | Perizaad Zorabian | Vijay Raaz | Saurabh Shukla,Anant Balani,0.0,1,Romance,Rahul Bose,Anant Balani,Flop,15,325,61
tt0382383,Yuva,2004,22 May 2004,Action | Adventure | Crime,Anurag Kashyap (dialogue) | Mani Ratnam (screenplay),Ajay Devgn | Abhishek Bachchan | Rani Mukerji | Vivek Oberoi,Mani Ratnam,0.0,3,Action,Ajay Devgn,Mani Ratnam,Average,0,19,313
tt0382385,Zameen,2003,26 Sep 2003,Action,Robin Bhatt (additional screenplay) | Javed Siddiqui (dialogue) | Suparn Verma (screenplay) | Suparn Verma (story),Ajay Devgn | Abhishek Bachchan | Bipasha Basu | Mukesh Tiwari,Rohit Shetty,0.0,3,Action,Ajay Devgn,Rohit Shetty,Average,0,19,502
tt0383719,Xcuse Me,2003,26 Sep 2003,Comedy,,Sharman Joshi | Sahil Khan | Anil Chaudhary | Snehal Dabi,N. Chandra,1.0,1,Comedy,Sharman Joshi,N. Chandra,Flop,4,421,350
tt0384491,Samay: When Time Strikes,2003,10 Oct 2003,Thriller,Robby Grewal | Sameer Kohli,Sushmita Sen | Lucy Bartholomew | Tushar Dalvi | Jatin Karia,Robby Grewal,0.0,1,Thriller,Sushmita Sen,Robby Grewal,Flop,19,471,494
tt0385351,Yeh Lamhe Judaai Ke,2004,09 Apr 2004,Drama,,Shah Rukh Khan | Raveena Tandon | Navneet Nishan | Avtar Gill,Birendra Nath Tiwari,0.0,1,Drama,Shah Rukh Khan,Birendra Nath Tiwari,Flop,7,414,128
tt0385564,Border Hindustan Ka,2003,20 Jun 2003,Action | Romance,,Faisal Khan | Rajat Bedi | Aditya Pancholi | Priya Gill,Yogesh Bharadwaj,0.0,1,Action,Faisal Khan,Yogesh Bharadwaj,Flop,0,137,709
tt0385782,Inteha,2003,24 Oct 2003,Romance |Musical |Drama,Mahesh Bhatt | Girish Dhamija (dialogue),Nauheed Cyrusi | Avtar Gill | Vidya Malvade | Ashmit Patel,Vikram Bhatt,0.0,1,Romance,Nauheed Cyrusi,Vikram Bhatt,Flop,15,283,682
tt0385982,Raja Bhaiya,2003,24 Oct 2003,Comedy | Drama,,Sadashiv Amrapurkar | Rakesh Bedi | Kajal Chakraborty | Aarti Chhabria,Raman Kumar,0.0,1,Comedy,Sadashiv Amrapurkar,Raman Kumar,Flop,4,383,474
tt0386121,Woh Tera Naam Tha,2004,,Romance,J.P. Chowksey,Arjan Bajwa | Rajat Bedi | Gaurav Chanana | Prem Chopra,Sandesh Kohli,0.0,1,Romance,Arjan Bajwa,Sandesh Kohli,Flop,15,59,536
tt0387164,Dhoop,2003,07 Nov 2003,Drama,Kumud Chaudhary (dialogue) | Kumud Chaudhary (story) | Sanjay Chauhan (dialogue),Om Puri | Revathy | Gul Panag | Preeti Dayal,Ashwini Chaudhary,0.0,1,Drama,Om Puri,Ashwini Chaudhary,Flop,7,299,112
tt0387325,Jodi Kya Banayi Wah Wah Ramji,2003,14 Nov 2003,Comedy,Robin Bhatt | Anurag Prapanna | Umesh Shukla,Rotem Bar | Rakesh Bedi | Avtar Gill | Gulshan Grover,Raman Kumar,0.0,1,Comedy,Rotem Bar,Raman Kumar,Flop,4,376,474
tt0387486,Patth,2003,07 Nov 2003,Drama,Salaam Khamboshi (dialogue) | Salaam Khamboshi (screenplay) | Salaam Khamboshi (story),Mukesh Ahuja | Abhay Bhargav | Suresh Chatwal | Milind Gunaji,Shivram Yadav,0.0,1,Drama,Mukesh Ahuja,Shivram Yadav,Flop,7,272,589
tt0387678,Waisa Bhi Hota Hai Part II,2003,14 Nov 2003,Comedy | Action | Crime,Javed Ahmed (screenplay) | Shashanka Ghosh (dialogue) | Junaid Memon (original script),Arshad Warsi | Prashant Narayanan | Sandhya Mridul | Pratima Kazmi,Shashanka Ghosh,0.0,1,Comedy,Arshad Warsi,Shashanka Ghosh,Flop,4,64,577
tt0387989,Deewaar: Let's Bring Our Heroes Home,2004,25 Jun 2004,War | Action | Drama,Anurag Kashyap (dialogue) | Shridhar Raghavan (screenplay),Amitabh Bachchan | Sanjay Dutt | Akshaye Khanna | Amrita Rao,Milan Luthria,0.0,1,War,Amitabh Bachchan,Milan Luthria,Flop,20,37,337
tt0388315,Out of Control,2003,21 Nov 2003,Comedy | Drama | Romance,Rakesh Bakshi (screenplay) | Rakesh Bakshi (story) | Aman Jaffery (dialogue) | Bolu Khan (dialogue) | Dev Kohli (lyrics) | Sanjeev Wadhwani (lyrics),Brande Roderick | Noemi Besedes | Hrishitaa Bhatt | Ritesh Deshmukh,Apurva Asrani | Ramanjit Juneja,0.0,2,Comedy,Brande Roderick,Apurva Asrani,Flop,4,105,84
tt0389726,Aanch,2003,26 Sep 2003,Drama,Kamal Pandey,Arun Bakshi | Suchindra Bali | Poonam Jhawer | Ayesha Jhulka,Rajesh Kumar Singh,0.0,1,Drama,Arun Bakshi,Rajesh Kumar Singh,Flop,7,65,450
tt0390532,Taj Mahal: A Monument of Love,2003,21 Nov 2003,Drama | History | Romance,,Shahbaaz Khan | Kulbhushan Kharbanda | Poornima Pathwardhan | Raghu Raj,Robin Khosla,0.0,1,Drama,Shahbaaz Khan,Robin Khosla,Flop,7,416,495
tt0390614,Waqt: The Race Against Time,2005,22 Apr 2005,Comedy | Drama | Musical,Aatish Kapadia,Amitabh Bachchan | Akshay Kumar | Priyanka Chopra | Shefali Shetty,Vipul Amrutlal Shah,0.0,4,Comedy,Amitabh Bachchan,Vipul Amrutlal Shah,Average,4,37,695
tt0391079,Dil Pardesi Ho Gayaa,2003,12 Dec 2003,Romance | Drama,Shyam Gupta (dialogue) | Shyam Gupta (screenplay) | Saawan Kumar Tak (story),Kapil Jhaveri | Saloni Aswani | Amrish Puri | Ashutosh Rana,Saawan Kumar Tak,0.0,1,Romance,Kapil Jhaveri,Saawan Kumar Tak,Flop,15,212,513
tt0391099,Duplicate Sholay,2002,,Comedy,,Devaraj | Dimple | Feroz | Reena Kapoor,Kanti Shah,0.0,2,Comedy,Devaraj,Kanti Shah,Flop,4,127,264
tt0391165,Fun2shh... Dudes in the 10th Century,2003,19 Dec 2003,Comedy,Rajesh Khattar (screenplay) | Imtiaz Punjabi (story) | Praveen Raj (screenplay),Kavi Kumar Azad | Amitabh Bachchan | Charlie | Sweety Chhabra,Imtiaz Punjabi,0.0,2,Comedy,Kavi Kumar Azad,Imtiaz Punjabi,Flop,4,219,215
tt0391187,Ghaav: The Wound,2002,,Action | Crime | Drama,,Pankaj Berry | Rahul Bhat | Seema Biswas | Gayatri,Kumar Jay,0.0,1,Action,Pankaj Berry,Kumar Jay,Flop,0,301,284
tt0391274,Kismat,2004,20 Feb 2004,Action | Drama,Robin Bhatt (screenplay) | Sutanu Gupta (screenplay) | Dilip Shukla (dialogue),Bobby Deol | Priyanka Chopra | Kabir Bedi | Sanjay Narvekar,Guddu Dhanoa,0.0,1,Action,Bobby Deol,Guddu Dhanoa,Flop,0,102,192
tt0392625,Pratha,2002,,Action | Drama | Thriller,,Deepak Bandhu | Ashney Shroff | Vicky Ahuja | Ravindra Bundela,Raja Bundela,0.0,1,Action,Deepak Bandhu,Raja Bundela,Flop,0,120,434
tt0392950,Ishq Hai Tumse,2004,02 Jan 2004,Romance,Raman Bharadwaj (dialogue) | G. Krishna (screenplay) | Sana Yadi Reddy (concept),Beena Banerjee | Bipasha Basu | Mohan Gokhale | Vikram Gokhale,G. Krishna,0.0,1,Romance,Beena Banerjee,G. Krishna,Flop,15,92,176
tt0392951,Mudda: The Issue,2003,12 Dec 2003,Drama,Saurabh Shukla,Arya Babbar | Prashant Narayanan | Aditya Srivastava | Rajat Kapoor,Saurabh Shukla,0.0,1,Drama,Arya Babbar,Saurabh Shukla,Flop,7,69,564
tt0396044,Hadh: Life on the Edge of Death,2001,,Action | Crime | Drama,,Shama Deshpande | Vikram Gokhale | Ayesha Jhulka | Sharad S. Kapoor,Thampi Kannanthanam,0.0,1,Action,Shama Deshpande,Thampi Kannanthanam,Flop,0,420,652
tt0396057,Hum Pyar Tumhi Se Kar Baithe,2002,08 Nov 2002,Musical | Romance,Mohan Singh Rathor (dialogue) | Mohan Singh Rathor (screenplay) | Mohan Singh Rathor (story),Jugal Hansraj | Tina Rana | Sachin Khedekar | Vishnu Sharma,Mohan Singh Rathor,0.0,1,Musical,Jugal Hansraj,Mohan Singh Rathor,Flop,13,201,344
tt0396690,Kisna: The Warrior Poet,2005,21 Jan 2005,Drama | Musical | Romance,Sachin Bhowmick | Farrukh Dhondy | Subhash Ghai | Margaret Glover,Vivek Oberoi | Isha Sharvani | Antonia Bernath | Sushmita Sen,Subhash Ghai,0.0,1,Drama,Vivek Oberoi,Subhash Ghai,Flop,7,512,618
tt0396782,Paisa Vasool,2004,09 Jan 2004,Comedy,Srinivas Bhashyam | Anurag Kashyap,Manisha Koirala | Sushmita Sen | Sushant Singh | Mukesh Ahuja,Srinivas Bhashyam,0.0,1,Comedy,Manisha Koirala,Srinivas Bhashyam,Flop,4,249,616
tt0397882,Ab Tumhare Hawale Watan Saathiyo,2004,24 Dec 2004,Action | Drama | Romance,Shaktimaan Talwar (dialogue) | Shaktimaan Talwar (screenplay) | Shaktimaan Talwar (story),Amitabh Bachchan | Akshay Kumar | Bobby Deol | Divya Khosla,Anil Sharma,0.0,1,Action,Amitabh Bachchan,Anil Sharma,Flop,0,37,68
tt0401532,Jaago,2004,06 Feb 2004,Drama,K.K. Singh (dialogue) | K.K. Singh (screenplay) | K.K. Singh (story),Sanjay Kapoor | Raveena Tandon | Manoj Bajpayee | Puru Rajkumar,Mehul Kumar,0.0,1,Drama,Sanjay Kapoor,Mehul Kumar,Flop,7,400,336
tt0402014,Ab Tak Chhappan,2004,27 Feb 2004,Crime | Drama | Thriller,Sandeep Srivastava (dialogue) | Sandeep Srivastava (screenplay),Nana Patekar | Revathy | Yashpal Sharma | Mohan Agashe,Shimit Amin,0.0,5,Crime,Nana Patekar,Shimit Amin,Average,5,276,586
tt0402606,Suno Sasurjee,2004,27 Feb 2004,Action | Comedy | Musical,Rajeev Kaul (screenplay) | Rajeev Kaul (story) | Anwar Khan (dialogue) | Praful Parekh (screenplay) | Praful Parekh (story),Aftab Shivdasani | Ameesha Patel | Gulshan Grover | Asrani,Vimal Kumar,0.0,1,Action,Aftab Shivdasani,Vimal Kumar,Flop,0,16,688
tt0402607,Tum: A Dangerous Obsession,2004,27 Feb 2004,Drama | Romance | Thriller,Manisha Korde (dialogue) | Aruna Raje (screenplay) | Aruna Raje (story),Manisha Koirala | Karan Nath | Rajat Kapoor | Nataneya Singh,Aruna Raje,0.0,2,Drama,Manisha Koirala,Aruna Raje,Flop,7,249,95
tt0403935,Action Jackson,2014,05 Dec 2014,Action | Drama | Romance,A.C. Mughil | Prabhudheva | Shiraz Ahmed (dialogue),Sonakshi Sinha | Shahid Kapoor | Ajay Devgn | Sunil Shetty,Prabhudheva,0.0,2,Action,Sonakshi Sinha,Prabhudheva,Flop,0,447,393
tt0405024,Hum Kaun Hai?,2004,03 Sep 2004,Horror | Drama | Mystery,Talat Rekhi,Amitabh Bachchan | Dimple Kapadia | Dharmendra | Moushumi Chatterjee,Ravi Sharma Shankar,0.0,1,Horror,Amitabh Bachchan,Ravi Sharma Shankar,Flop,11,37,484
tt0405046,Insaaf: The Justice,2004,05 Mar 2004,Drama,Anant Balani | Chinton Mokashi | Sudhindra Subhash,Dino Morea | Namrata Shirodkar | Sanjay Suri | Henna,Shrey Srivastava,0.0,1,Drama,Dino Morea,Shrey Srivastava,Flop,7,132,594
tt0405266,Raincoat,2004,24 Dec 2004,Drama | Romance,"Rituparno Ghosh (original dialogue) | O. Henry (adapted from the story ""Gift of Magi"")",Ajay Devgn | Aishwarya Rai Bachchan | Annu Kapoor | Mouli Ganguly,Rituparno Ghosh,0.0,1,Drama,Ajay Devgn,Rituparno Ghosh,Flop,7,19,493
tt0405507,Murder,2004,02 Apr 2004,Drama | Thriller,Anurag Basu | Subodh Chopra (dialogue),Mallika Sherawat | Ashmit Patel | Emraan Hashmi | Kashmira Shah,Anurag Basu,0.0,7,Drama,Mallika Sherawat,Anurag Basu,Hit,7,244,78
tt0405508,Rang De Basanti,2006,26 Jan 2006,Drama,Renzil D'Silva (screenplay) | Rakeysh Omprakash Mehra (screenplay) | Kamlesh Pandey (story),Aamir Khan | Siddharth | Sharman Joshi | Kunal Kapoor,Rakeysh Omprakash Mehra,0.0,6,Drama,Aamir Khan,Rakeysh Omprakash Mehra,Hit,7,2,472
tt0406977,Masti,2004,09 Apr 2004,Comedy | Crime | Mystery,Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue),Aftab Shivdasani | Vivek Oberoi | Ritesh Deshmukh | Amrita Rao,Indra Kumar,0.0,6,Comedy,Aftab Shivdasani,Indra Kumar,Hit,4,16,217
tt0408837,Hawas,2004,26 Mar 2004,Drama | Romance | Thriller,,Shawar Ali | Tarun Arora | Madina | Meghna Naidu,Karan Razdan,0.0,2,Drama,Shawar Ali,Karan Razdan,Flop,7,423,268
tt0408976,Krishna Cottage,2004,02 Apr 2004,Comedy | Fantasy | Horror,,Sohail Khan | Isha Koppikar | Anita Hassandani | Rati Agnihotri,Santram Varma,0.0,2,Comedy,Sohail Khan,Santram Varma,Flop,4,445,557
tt0409068,Muskaan,2004,26 Mar 2004,Romance,Atul Sharma,Aftab Shivdasani | Gracy Singh | Parvin Dabas | Gulshan Grover,Rohit Manash | Rohit Nayyar | Manish Robin | Manish Sharma,0.0,1,Romance,Aftab Shivdasani,Rohit Manash,Flop,15,16,500
tt0409527,Shabd,2005,04 Feb 2005,Drama,Sutapa Sikdar (dialogue) | Leena Yadav (screenplay) | Leena Yadav (story),Sanjay Dutt | Aishwarya Rai Bachchan | Zayed Khan | Aakash Pandey,Leena Yadav,0.0,1,Drama,Sanjay Dutt,Leena Yadav,Flop,7,399,294
tt0409724,Bardaasht,2004,23 Apr 2004,Drama,Vikram Bhatt (screenplay) | Vikram Bhatt (story) | Girish Dhamija (dialogue),Bobby Deol | Lara Dutta | Rahul Dev | Ritesh Deshmukh,Eeshwar Nivas,0.0,1,Drama,Bobby Deol,Eeshwar Nivas,Flop,7,102,168
tt0410591,Shart: The Challenge,2004,13 Aug 2004,Romance,Puri Jagannadh,Amrita Arora | Asrani | Snehal Dabi | Vrajesh Hirjee,Puri Jagannadh,0.0,1,Romance,Amrita Arora,Puri Jagannadh,Flop,15,38,416
tt0411815,Run,2004,14 May 2004,Action | Comedy | Romance,N. Linguswamy (story) | N. Linguswamy (screenplay) | Kamal Pandey (dialogue),Abhishek Bachchan | Bhoomika Chawla | Mahesh Manjrekar | Vijay Raaz,Jeeva,0.0,2,Action,Abhishek Bachchan,Jeeva,Flop,0,9,237
tt0414040,Gayab,2004,16 Jul 2004,Fantasy,,Rasika Joshi | Tusshar Kapoor | Ikhlaq Khan | Antara Mali,Prawal Raman,0.0,3,Fantasy,Rasika Joshi,Prawal Raman,Average,9,359,406
tt0414503,Shaadi Ka Laddoo,2004,23 Apr 2004,Comedy,Shashank Dabral,Sanjay Suri | Mandira Bedi | Aashish Chaudhary | Divya Dutta,Raj Kaushal,0.0,2,Comedy,Sanjay Suri,Raj Kaushal,Flop,4,402,429
tt0414713,Amu,2005,07 Jan 2005,Drama,Shonali Bose,Konkona Sen Sharma | Yashpal Sharma | Brinda Karat | Ankur Khanna,Shonali Bose,0.0,1,Drama,Konkona Sen Sharma,Shonali Bose,Flop,7,227,591
tt0414714,Girlfriend,2004,17 Jun 2004,Drama,Karan Razdan,Amrita Arora | Shantanu Chappana | Aashish Chaudhary | Isha Koppikar,Karan Razdan,0.0,3,Drama,Amrita Arora,Karan Razdan,Average,7,38,268
tt0415003,Garv: Pride and Honour,2004,09 Jul 2004,Action | Drama,Anirudh Dhodapkar (dialogue),Salman Khan | Shilpa Shetty | Arbaaz Khan | Farida Jalal,Puneet Issar,0.0,3,Action,Salman Khan,Puneet Issar,Average,0,390,413
tt0415373,WOH,2004,26 Mar 2004,Crime | Drama | Thriller,Suneel Akhttar (dialogues) | Robin Bhatt (story) | Tapan Bhatt (dialogues) | Dev Kohli (lyrics),Priyanshu Chatterjee | Cleo Isaacs | Kasam | Ayub Khan,Raj N. Sippy,0.0,1,Crime,Priyanshu Chatterjee,Raj N. Sippy,Flop,5,316,431
tt0415768,Dus,2005,08 Jul 2005,Action | Crime | Thriller,Anubhav Sinha (dialogue) | Vinay | Yash,Sanjay Dutt | Sunil Shetty | Abhishek Bachchan | Zayed Khan,Anubhav Sinha,0.0,4,Action,Sanjay Dutt,Anubhav Sinha,Average,0,399,74
tt0415908,Kaal,2005,29 Apr 2005,Thriller | Adventure | Mystery,Soham Shah (dialogue) | Soham Shah (screenplay) | Soham Shah (story),Ajay Devgn | Vivek Oberoi | John Abraham | Lara Dutta,Soham Shah,0.0,4,Thriller,Ajay Devgn,Soham Shah,Average,19,19,608
tt0416120,Police Force: An Inside Story,2004,28 May 2004,Action | Crime | Drama,Dilip Shukla,Akshay Kumar | Raveena Tandon | Amrish Puri | Mohan Joshi,Dilip Shukla,0.0,1,Action,Akshay Kumar,Dilip Shukla,Flop,0,26,164
tt0416282,Vaastu Shastra,2004,22 Oct 2004,Horror | Mystery,Charudutt Acharya,Vicky Ahuja | J.D. Chakravarthi | Ahsaas Channa | Peeya Rai Chowdhary,Saurab Narang,0.0,3,Horror,Vicky Ahuja,Saurab Narang,Average,11,495,562
tt0416712,Elaan,2005,14 Jan 2005,Action,Robin Bhatt | Vikram Bhatt,Arjun Rampal | Ameesha Patel | John Abraham | Lara Dutta,Vikram Bhatt,0.0,1,Action,Arjun Rampal,Vikram Bhatt,Flop,0,61,682
tt0418096,Rakht,2004,01 Sep 2004,Horror | Thriller,Deepak Kulkarni (dialogue) | Deepak Kulkarni (story) | Vinay (screenplay) | Yash (screenplay),Sanjay Dutt | Sunil Shetty | Bipasha Basu | Dino Morea,Mahesh Manjrekar,0.0,1,Horror,Sanjay Dutt,Mahesh Manjrekar,Flop,11,399,304
tt0418362,Mujhse Shaadi Karogi,2004,30 Jul 2004,Comedy | Romance,Anees Bazmee | Rumi Jaffery (dialogue),Salman Khan | Akshay Kumar | Priyanka Chopra | Amrish Puri,David Dhawan,0.0,6,Comedy,Salman Khan,David Dhawan,Hit,4,390,145
tt0418460,Aitraaz,2004,12 Nov 2004,Drama | Thriller,Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Aadesh K. Arjun (dialogue) | Shyam Goel (screenplay) | Shyam Goel (story),Akshay Kumar | Kareena Kapoor | Priyanka Chopra | Amrish Puri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0.0,4,Drama,Akshay Kumar,Abbas Alibhai Burmawalla,Average,7,26,6
tt0418598,"Chot [Aaj Isko, Kal Tereko]",2004,18 Jun 2004,Musical | Action | Crime,Nabh Kumar 'Raju' (story) | Atul Tiwari (dialogue) | Atul Tiwari (screenplay),Ashutosh Rana | Sharad S. Kapoor | Nethra Raghuraman | Ganesh Yadav,Nabh Kumar 'Raju',0.0,1,Musical,Ashutosh Rana,Nabh Kumar 'Raju',Flop,13,77,352
tt0418880,Mere Jeevan Saathi,2006,03 Feb 2006,Music | Romance,Suneel Darshan (story) | Robin Bhatt (screenplay) | K.K. Singh (dialogue) | Ravi Shankar Jaiswal (additional dialogue),Akshay Kumar | Karisma Kapoor | Ameesha Patel | Gulshan Grover,Suneel Darshan,0.0,1,Music,Akshay Kumar,Suneel Darshan,Flop,12,26,626
tt0419058,Phir Hera Pheri,2006,09 Jun 2006,Comedy | Crime,Neeraj Vora,Akshay Kumar | Sunil Shetty | Paresh Rawal | Bipasha Basu,Neeraj Vora,1.0,7,Comedy,Akshay Kumar,Neeraj Vora,Hit,4,26,362
tt0419468,Baabul,2006,08 Dec 2006,Drama | Family | Romance,Ravi Chopra (story) | Achala Nagar | Sameer (lyrics),Amitabh Bachchan | Salman Khan | Hema Malini | John Abraham,Ravi Chopra,0.0,2,Drama,Amitabh Bachchan,Ravi Chopra,Flop,7,37,480
