imdbId,title,releaseYear,releaseDate,genre,writers,actors,directors,sequel,hitFlop,primary_genre,primary_actor,primary_director,hitFlop_label,genre_enc,actor_enc,director_enc
tt0323013,Lakshya,2004,18 Jun 2004,War | Drama | Romance,Javed Akhtar (dialogue) | Javed Akhtar (screenplay) | Javed Akhtar (story) | Karan Kashyap (dialogue supervisor),Amitabh Bachchan | Hrithik Roshan | Preity Zinta | Sharad S. Kapoor,Farhan Akhtar,0.0,2,War,Amitabh Bachchan,Farhan Akhtar,Flop,20,37,171
tt0324951,23rd March 1931: Shaheed,2002,07 Jun 2002,Biography | Drama | History,Sutanu Gupta (screenplay) | Sanjay Masoom (dialogue),Bobby Deol | Sunny Deol | Amrita Singh | Rahul Dev,Guddu Dhanoa,0.0,1,Biography,Bobby Deol,Guddu Dhanoa,Flop,3,102,192
tt0325041,Badhaai Ho Badhaai,2002,14 Jun 2002,Comedy | Drama | Musical,Kavita Choudhary,Anil Kapoor | Anang Desai | Rohini Hattangadi | Vinay Jain,Satish Kaushik,0.0,1,Comedy,Anil Kapoor,Satish Kaushik,Flop,4,45,559
tt0326576,Humraaz,2002,26 Jul 2002,Action | Musical | Mystery,Shiraz Ahmed (dialogue) | Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Shyam Goel (dialogue) | Shyam Goel (screenplay) | Shyam Goel (story),Bobby Deol | Akshaye Khanna | Ameesha Patel | Johnny Lever,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0.0,4,Action,Bobby Deol,Abbas Alibhai Burmawalla,Average,0,102,6
tt0326600,Maine Dil Tujhko Diya,2002,23 Aug 2002,Romance | Action | Drama,Ranjeet Gupta (staff writer),Sohail Khan | Sameera Reddy | Sanjay Dutt | Kabir Bedi,Sohail Khan,0.0,2,Romance,Sohail Khan,Sohail Khan,Flop,15,445,606
tt0326805,Chori Chori,2003,01 Aug 2003,Comedy | Romance | Musical,,Ajay Devgn | Sonali Bendre | Rani Mukerji | Kamini Kaushal,Milan Luthria,0.0,1,Comedy,Ajay Devgn,Milan Luthria,Flop,4,19,337
tt0326983,Jaani Dushman: Ek Anokhi Kahani,2002,16 Aug 2002,Action | Fantasy | Horror,Naveena Bhandari (screenplay) | Ravi Shankar Jaiswal (additional dialogue) | Rajkumar Kohli (screenplay) | Rajendra Singh 'Atish' (idea) | K.K. Singh (dialogue),Akshay Kumar | Atul Agnihotri | Raj Babbar | Rajat Bedi,Rajkumar Kohli,0.0,2,Action,Akshay Kumar,Rajkumar Kohli,Flop,0,26,462
tt0327004,Kuch Tum Kaho Kuch Hum Kahein,2002,28 Jun 2002,Action | Drama | Romance,,Vikram Gokhale | Dinesh Hingoo | Adi Irani | Farida Jalal,Ravi Sharma Shankar,0.0,1,Action,Vikram Gokhale,Ravi Sharma Shankar,Flop,0,503,484
tt0327005,Kyaa Dil Ne Kahaa,2002,28 Jun 2002,Family | Romance,,Rajesh Khanna | Tusshar Kapoor | Esha Deol | Raj Babbar,Sanjay Chhel,0.0,2,Family,Rajesh Khanna,Sanjay Chhel,Flop,8,340,540
tt0327071,Om Jai Jagadish,2002,08 Jul 2002,Drama | Musical,Rumi Jaffery (dialogue) | Rahul Nanda,Waheeda Rehman | Anil Kapoor | Fardeen Khan | Abhishek Bachchan,Anupam Kher,0.0,1,Drama,Waheeda Rehman,Anupam Kher,Flop,7,514,76
tt0328503,Taj Mahal: An Eternal Love Story,2005,01 May 2006,Drama | Musical | Romance,Mohafiz Hyder (dialogue) | Akbar Khan | Fatima Meer (script) | Rajeev Mirza (dialogue),Zulfi Sayed | Sonya Jehan | Kabir Bedi | Arbaaz Khan,Akbar Khan,0.0,1,Drama,Zulfi Sayed,Akbar Khan,Flop,7,521,39
tt0328671,Yeh Hai Jalwa,2002,03 Jul 2002,Comedy | Drama | Romance,Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story),Rishi Kapoor | Salman Khan | Ameesha Patel | Rati Agnihotri,David Dhawan,0.0,2,Comedy,Rishi Kapoor,David Dhawan,Flop,4,367,145
tt0328729,Dil Maange More!!!,2004,31 Dec 2004,Romance,Kiran Kotrial (additional dialogue) | Anant Mahadevan (story) | Javed Siddiqui (dialogue) | Javed Siddiqui (screenplay),Shahid Kapoor | Smita Jaykar | Ayesha Takia | Tulip Joshi,Anant Mahadevan,0.0,2,Romance,Shahid Kapoor,Anant Mahadevan,Flop,15,418,62
tt0328998,Dil Hai Tumhaara,2002,06 Sep 2002,Drama | Family | Romance,Rajkumar Santoshi (screenplay) | Rajkumar Santoshi (story) | Kundan Shah (screenplay) | Subrat Sinha (dialogue),Arjun Rampal | Preity Zinta | Mahima Chaudhry | Jimmy Shergill,Kundan Shah,0.0,3,Drama,Arjun Rampal,Kundan Shah,Average,7,61,290
tt0329620,Soch,2002,23 Aug 2002,Thriller,Sushen Bhatnagar (screenplay) | Atul Tiwari (dialogue),Sanjay Kapoor | Raveena Tandon | Aditi Govitrikar | Arbaaz Khan,Sushen Bhatnagar,0.0,1,Thriller,Sanjay Kapoor,Sushen Bhatnagar,Flop,19,400,638
tt0330082,Boom,2003,19 Sep 2003,Action | Crime | Mystery,Kaizad Gustad,Amitabh Bachchan | Jackie Shroff | Gulshan Grover | Padma Lakshmi,Kaizad Gustad,0.0,2,Action,Amitabh Bachchan,Kaizad Gustad,Flop,0,37,260
tt0330217,Dil Ka Rishta,2003,17 Jan 2003,Romance,Shabbir Boxwala | Vrinda Rai (story) | Naeem Sha (dialogue),Arjun Rampal | Aishwarya Rai Bachchan | Priyanshu Chatterjee | Rakhee Gulzar,Naresh Malhotra,0.0,2,Romance,Arjun Rampal,Naresh Malhotra,Flop,15,61,356
tt0330783,Pran Jaaye Par Shaan Na Jaaye,2003,02 May 2003,Drama | Comedy,Mahesh Manjrekar (screenplay) | Sanjay Pawar (dialogue) | Sanjay Pawar (story),Raveena Tandon | Namrata Shirodkar | Rinke Khanna | Divya Dutta,Sanjay Jha,0.0,1,Drama,Raveena Tandon,Sanjay Jha,Flop,7,361,546
tt0330843,Saathiya,2002,20 Dec 2002,Drama | Romance,Mani Ratnam (story) | Gulzar (dialogue),Vivek Oberoi | Rani Mukerji | Tanuja | Satish Shah,Shaad Ali,0.0,5,Drama,Vivek Oberoi,Shaad Ali,Average,7,512,567
tt0331216,Chor Machaaye Shor,2002,23 Aug 2002,Action | Comedy | Crime,Shahnawaz Ahmed Kenny (scenario) | Anwar Khan (dialogue) | Yunus Sajawal,Bobby Deol | Om Puri | Paresh Rawal | Shekhar Suman,David Dhawan,0.0,2,Action,Bobby Deol,David Dhawan,Flop,0,102,145
tt0331256,Gunaah,2002,16 Oct 2002,Crime | Drama,Mahesh Bhatt (screenplay) | Pranay Narayan (dialogue),Bipasha Basu | Dino Morea | Ashutosh Rana | Banjara,Amol Shetge,0.0,2,Crime,Bipasha Basu,Amol Shetge,Flop,5,98,55
tt0331421,Akhiyon Se Goli Maare,2002,02 Aug 2002,Comedy,Rajeev Kaul (screenplay) | Rajeev Kaul (story) | Anwar Khan (dialogue) | Praful Parekh (screenplay) | Praful Parekh (story),Govinda | Raveena Tandon | Kader Khan | Shakti Kapoor,Harmesh Malhotra,0.0,2,Comedy,Govinda,Harmesh Malhotra,Flop,4,150,200
tt0331453,Chhal,2002,09 Aug 2002,Action | Thriller | Drama,Suparn Verma (screenplay) | Suparn Verma (story) | Suparn Verma,Kay Kay Menon | Jaya Seal | Naved Aslam | Shri Vallabh Vyas,Hansal Mehta,0.0,1,Action,Kay Kay Menon,Hansal Mehta,Flop,0,221,197
tt0331479,Ek Chhotisi Love Story,2002,06 Sep 2002,Comedy | Drama | Fantasy,Pankaj Kapoor,Saroj Bhargava | Manisha Koirala | Aditya Seal | Ranvir Shorey,Shashilal K. Nair,0.0,6,Comedy,Saroj Bhargava,Shashilal K. Nair,Hit,4,408,581
tt0331639,Shakthi: The Power,2002,20 Sep 2002,Action | Drama,Krishna Vamshi (screenplay) | Kamal Pandey (dialogue),Karisma Kapoor | Nana Patekar | Sanjay Kapoor | Jai Gidwani,Krishna Vamshi,0.0,2,Action,Karisma Kapoor,Krishna Vamshi,Flop,0,215,282
tt0331851,Armaan,2003,16 May 2003,Drama | Family | Romance,Javed Akhtar (dialogue) | Javed Akhtar (screenplay) | Honey Irani (screenplay) | Honey Irani (story),Amitabh Bachchan | Anil Kapoor | Preity Zinta | Gracy Singh,Honey Irani,0.0,2,Drama,Amitabh Bachchan,Honey Irani,Flop,7,37,210
tt0332766,Sur: The Melody of Life,2002,13 Sep 2002,Drama | Musical,Tanuja Chandra | Vibha Singh (dialogue),Lucky Ali | Simone Singh | Achint Kaur | Ehsan Khan,Tanuja Chandra,0.0,1,Drama,Lucky Ali,Tanuja Chandra,Flop,7,233,646
tt0335044,Dil Vil Pyar Vyar,2002,18 Oct 2002,Romance,Sanjeev Puri (dialogue) | Sujit Sen (screenplay) | Vivek Vaswani (story),Madhavan | Jimmy Shergill | Sanjay Suri | Namrata Shirodkar,Anant Mahadevan,0.0,2,Romance,Madhavan,Anant Mahadevan,Flop,15,235,62
tt0335592,Pyaasa,2002,11 Oct 2002,Romance |Drama |Musical,,Aftab Shivdasani | Anang Desai | Dinesh Hingoo | Smita Jaykar,A. Muthu,0.0,1,Romance,Aftab Shivdasani,A. Muthu,Flop,15,16,0
tt0337578,Baghban,2003,03 Oct 2003,Drama | Romance,Shafiq Ansari (screenplay) | Satish Bhatnagar (screenplay) | B.R. Chopra (story) | Ram Govind (screenplay) | Achala Nagar (dialogue) | Achala Nagar (screenplay),Amitabh Bachchan | Hema Malini | Aman Verma | Samir Soni,Ravi Chopra,0.0,6,Drama,Amitabh Bachchan,Ravi Chopra,Hit,7,37,480
tt0337633,Hathyar: Face to Face with Reality,2002,18 Oct 2002,Action | Thriller | Crime,Praveen Bhardwaj (lyrics) | Dev Kohli (lyrics) | Mahesh Manjrekar | Nitin Raikwar (lyrics) | Vineet Srinet (lyrics) | Sanjay Upadhyay (lyrics),Sanjay Dutt | Shilpa Shetty | Sharad S. Kapoor | Shakti Kapoor,Mahesh Manjrekar,1.0,2,Action,Sanjay Dutt,Mahesh Manjrekar,Flop,0,399,304
tt0337652,Jeena Sirf Merre Liye,2002,20 Nov 2002,Romance,Bolu Khan (story) | Aman Jaffery (story) | Aman Jaffery (dialogue) | Rumi Jaffery (screenplay) | Bolu Khan (dialogue),Vijayendra Ghatge | Kareena Kapoor | Tusshar Kapoor | Kader Khan,Talat Jani,0.0,2,Romance,Vijayendra Ghatge,Talat Jani,Flop,15,499,645
tt0337971,Deewangee,2002,25 Oct 2002,Crime | Thriller | Drama,Anees Bazmee,Ajay Devgn | Akshaye Khanna | Urmila Matondkar | Farida Jalal,Anees Bazmee,0.0,3,Crime,Ajay Devgn,Anees Bazmee,Average,5,19,63
tt0337998,Ek Hindustani,2003,,Action,Santosh Saroj,Sunil Shetty | Raveena Tandon | Mohan Joshi | Mohnish Bahl,Tinnu Anand,0.0,1,Action,Sunil Shetty,Tinnu Anand,Flop,0,464,654
tt0338477,Talaash: The Hunt Begins...,2003,03 Jan 2003,Action | Adventure | Crime,Suneel Darshan (story) | Robin Bhatt (screenplay) | K.K. Singh (dialogue) | Ravi Shankar Jaiswal (additional dialogue),Rakhee Gulzar | Akshay Kumar | Kareena Kapoor | Pooja Batra,Suneel Darshan,0.0,2,Action,Rakhee Gulzar,Suneel Darshan,Flop,0,346,626
tt0338566,Yeh Kya Ho Raha Hai?,2002,11 Oct 2002,Comedy | Romance,Suparn Verma (story) | Suparn Verma (screenplay),Prashant Chianani | Aamir Ali Malik | Vaibhav Jhalani | Yash Pandit,Hansal Mehta,0.0,2,Comedy,Prashant Chianani,Hansal Mehta,Flop,4,309,197
tt0338721,Annarth,2002,01 Nov 2002,Action | Thriller,Ravi Dewan | Imtiaz Hussain (screenplay) | Imtiaz Hussain (story),Sanjay Dutt | Sunil Shetty | Ashutosh Rana | Preeti Jhangiani,Ravi Dewan,0.0,1,Action,Sanjay Dutt,Ravi Dewan,Flop,0,399,481
tt0338959,Ek Se Badhkar Ek,2004,17 Sep 2004,Comedy | Thriller,Dilip Shukla,Sunil Shetty | Raveena Tandon | Shekhar Suman | Isha Koppikar,Kundan Shah,0.0,1,Comedy,Sunil Shetty,Kundan Shah,Flop,4,464,290
tt0339878,Waah! Tera Kya Kehna,2002,01 Nov 2002,Comedy,Rajeev Kaul,Govinda | Raveena Tandon | Preeti Jhangiani | Shakti Kapoor,Manoj Agrawal,0.0,1,Comedy,Govinda,Manoj Agrawal,Flop,4,150,324
tt0340178,Jaal: The Trap,2003,18 Jul 2003,Action | Musical | Drama,Rajeev Kaul | Praful Parekh,Sunny Deol | Tabu | Reema Sen | Anupam Kher,Guddu Dhanoa,0.0,1,Action,Sunny Deol,Guddu Dhanoa,Flop,0,465,192
tt0340464,Zindagi Khoobsoorat Hai,2002,04 Oct 2002,Drama | Family,,Gurdas Mann | Tabu | Ashish Vidyarthi | Rajit Kapoor,Manoj Punj,0.0,1,Drama,Gurdas Mann,Manoj Punj,Flop,7,155,326
tt0341266,Bhoot,2003,30 May 2003,Horror | Thriller,Lalit Marathe | Sameer Sharma,Ajay Devgn | Urmila Matondkar | Nana Patekar | Rekha,Ram Gopal Varma,0.0,6,Horror,Ajay Devgn,Ram Gopal Varma,Hit,11,19,473
tt0341458,Maseeha,2002,02 Dec 2002,Action | Crime | Drama,Pradeep Ghatak (screenplay) | Pradeep Ghatak (story) | Anwar Khan (dialogue) | Anwar Khan (screenplay),Sunil Shetty | Namrata Shirodkar | Inder Kumar | Manek Bedi,Partho Ghosh,0.0,1,Action,Sunil Shetty,Partho Ghosh,Flop,0,464,383
tt0341549,Rishtey,2002,06 Dec 2002,Family,Rajeev Kaul (screenplay) | Rajeev Kaul (story) | Tanveer Khan (dialogue) | Praful Parekh (screenplay) | Praful Parekh (story),Anil Kapoor | Karisma Kapoor | Shilpa Shetty | Kaivalya Chheda,Indra Kumar,0.0,2,Family,Anil Kapoor,Indra Kumar,Flop,8,45,217
tt0341562,Satta,2003,07 Feb 2003,Crime | Drama,Madhur Bhandarkar (dialogue) | Madhur Bhandarkar (story) | Manoj Tyagi (screenplay),Raveena Tandon | Atul Kulkarni | Shri Vallabh Vyas | Govind Namdeo,Madhur Bhandarkar,0.0,2,Crime,Raveena Tandon,Madhur Bhandarkar,Flop,5,361,300
tt0342624,Karz: The Burden of Truth,2002,06 Dec 2002,Action,Anees Bazmee (dialogue) | Anees Bazmee (screenplay) | Amit Khan (additional screenplay) | Atul Sharma (story),Sunny Deol | Sunil Shetty | Shilpa Shetty | Ashutosh Rana,Harry Baweja,0.0,2,Action,Sunny Deol,Harry Baweja,Flop,0,465,201
tt0345043,Chura Liyaa Hai Tumne,2003,21 Mar 2003,Action | Drama | Mystery,Venita Coelho (screenplay) | Sanjay Masoom (additional dialogue) | Vibha Singh (dialogue),Zayed Khan | Esha Deol | Gulshan Grover | Rakhi Sawant,Sangeeth Sivan,0.0,1,Action,Zayed Khan,Sangeeth Sivan,Flop,0,519,537
tt0345102,Danger,2002,17 May 2002,Crime | Drama | Thriller,Vasant Chheda | Shashi Wadia,Ashutosh Rana | Tara Deshpande | Jas Arora | Shishir Sharma,Govind Menon,0.0,2,Crime,Ashutosh Rana,Govind Menon,Flop,5,77,190
tt0345594,Love at Times Square,2003,14 Feb 2003,Drama,Dev Anand,Dev Anand | Heenee Kaushik | Shoib Khan | Chaitanya Chaudhary,Dev Anand,0.0,1,Drama,Dev Anand,Dev Anand,Flop,7,126,155
tt0346457,The Rising: Ballad of Mangal Pandey,2005,12 Aug 2005,Biography | Drama | History,Farrukh Dhondy (screenplay) | Ranjit Kapoor (Hindi dialogue),Aamir Khan | Rani Mukerji | Toby Stephens | Coral Beed,Ketan Mehta,0.0,2,Biography,Aamir Khan,Ketan Mehta,Flop,3,2,273
tt0346507,Andaaz,2003,23 May 2003,Drama | Musical | Romance,Robin Bhatt (screenplay) | Shyam Goel (screenplay) | Jainendra Jain (dialogue) | Raj Kanwar (story),Akshay Kumar | Lara Dutta | Priyanka Chopra | Rajeev Verma,Raj Kanwar,0.0,6,Drama,Akshay Kumar,Raj Kanwar,Hit,7,26,428
tt0346548,Avgat,2001,01 Jun 2001,Action | Crime | Drama,,Ajinkya Deo | Nethra Raghuraman | Sayaji Shinde | Rohini Hattangadi,Mohan Sharma,0.0,1,Action,Ajinkya Deo,Mohan Sharma,Flop,0,21,343
tt0346723,Chalte Chalte,2003,13 Jun 2003,Drama | Romance,Aziz Mirza (story) | Robin Bhatt (story) | Aziz Mirza (screenplay) | Robin Bhatt (screenplay) | Pramod Sharma (dialogue) | Ashish Kariya (dialogue) | Rumi Jaffery (dialogue),Shah Rukh Khan | Rani Mukerji | Jas Arora | Satish Shah,Aziz Mirza,0.0,6,Drama,Shah Rukh Khan,Aziz Mirza,Hit,7,414,118
tt0347167,The Hero: Love Story of a Spy,2003,10 Apr 2003,Action | Adventure | Drama,Shaktimaan Talwar,Sunny Deol | Preity Zinta | Priyanka Chopra | Amrish Puri,Anil Sharma,0.0,3,Action,Sunny Deol,Anil Sharma,Average,0,465,68
tt0347278,Jhankaar Beats,2003,20 Jun 2003,Comedy | Musical | Romance,Sujoy Ghosh (story) | Milap Zaveri (dialogue) | Sujoy Ghosh (dialogue) | Suresh Nair (dialogue),Sanjay Suri | Rahul Bose | Juhi Chawla | Rinke Khanna,Sujoy Ghosh,0.0,2,Comedy,Sanjay Suri,Sujoy Ghosh,Flop,4,402,622
tt0347304,Kal Ho Naa Ho,2003,28 Nov 2003,Comedy | Drama | Romance,Niranjan Iyengar (dialogue) | Karan Johar (screenplay) | Karan Johar (story),Shah Rukh Khan | Preity Zinta | Saif Ali Khan | Jaya Bhaduri,Nikhil Advani | Ron Reid Jr.,0.0,6,Comedy,Shah Rukh Khan,Nikhil Advani,Hit,4,414,364
tt0347332,Khakee,2004,23 Jan 2004,Action | Drama,Shridhar Raghavan | Rajkumar Santoshi (dialogue) | Rajkumar Santoshi,Amitabh Bachchan | Akshay Kumar | Ajay Devgn | Aishwarya Rai Bachchan,Rajkumar Santoshi,0.0,4,Action,Amitabh Bachchan,Rajkumar Santoshi,Average,0,37,463
tt0347416,LOC: Kargil,2003,12 Dec 2003,Drama | War,J.P. Dutta | O.P. Dutta (dialogue),Sanjay Dutt | Ajay Devgn | Saif Ali Khan | Sunil Shetty,J.P. Dutta,0.0,2,Drama,Sanjay Dutt,J.P. Dutta,Flop,7,399,224
tt0347473,Main Hoon Na,2004,30 Apr 2004,Action | Comedy | Romance,Farah Khan (story) | Abbas Tyrewala (screenplay) | Farah Khan (screenplay) | Rajesh Saathi (screenplay) | Abbas Tyrewala (dialogue),Shah Rukh Khan | Sushmita Sen | Sunil Shetty | Zayed Khan,Farah Khan,0.0,6,Action,Shah Rukh Khan,Farah Khan,Hit,0,414,169
tt0347779,Pinjar,2003,,Drama,Chandra Prakash Dwivedi (additional dialogue) | Chandra Prakash Dwivedi (screenplay) | Amrita Pritam (dialogue) | Amrita Pritam (novel) | Amrita Pritam (story),Urmila Matondkar | Manoj Bajpayee | Sanjay Suri | Sandali Sinha,Chandra Prakash Dwivedi,0.0,1,Drama,Urmila Matondkar,Chandra Prakash Dwivedi,Flop,7,487,136
tt0348172,Tehzeeb,2003,21 Nov 2003,Drama,Khalid Mohamed (story) | Javed Siddiqui (dialogue),Shabana Azmi | Urmila Matondkar | Arjun Rampal | Dia Mirza,Khalid Mohamed,0.0,1,Drama,Shabana Azmi,Khalid Mohamed,Flop,7,413,274
tt0348190,Tere Liye,2001,14 Dec 2001,Drama | Family | Musical,Anant Balani | Abbas Tyrewala (lyrics),Imran Ahmed Khan | Sonali Khare | Neelu Kohli | Hiten Paintal,Sanjay Gadhvi,0.0,1,Drama,Imran Ahmed Khan,Sanjay Gadhvi,Flop,7,176,543
tt0348258,Tujhe Meri Kasam,2003,03 Jan 2003,Romance,Neeraj Vora (dialogue),Ritesh Deshmukh | Shakti Kapoor | Supriya Karnik | Satish Shah,Vijay K. Bhaskar,0.0,6,Romance,Ritesh Deshmukh,Vijay K. Bhaskar,Hit,15,369,675
tt0348521,Aapko Pehle Bhi Kahin Dekha Hai,2003,10 Jan 2003,Action | Comedy | Drama,Shashank Dabral | Nitin Raikwar (lyrics) | Rajan Raj (lyrics) | Sameer (lyrics) | Anubhav Sinha (dialogue),Pummy Brar | Priyanshu Chatterjee | Crystal | Harry,Anubhav Sinha,0.0,1,Action,Pummy Brar,Anubhav Sinha,Flop,0,318,74
tt0348656,Khushi,2003,07 Feb 2003,Action | Drama | Romance,Aman Jaffery (dialogue) | Bolu Khan (dialogue) | Surya S.J. (story),Fardeen Khan | Kareena Kapoor | Amrish Puri | Amitabh Bachchan,Surya S.J. | Sunil Kumar Agrawal,0.0,2,Action,Fardeen Khan,Surya S.J.,Flop,0,139,636
tt0348662,Kucch To Hai,2003,24 Jan 2003,Drama | Horror | Mystery,Rajeev Jhaveri (story) | Anurag Prapanna (dialogue) | Umesh Shukla (dialogue),Ashay Chitre | Esha Deol | Anita Hassandani | Vrajesh Hirjee,Anurag Basu | Anil V. Kumar,0.0,2,Drama,Ashay Chitre,Anurag Basu,Flop,7,73,78
tt0348824,Chalo Ishq Ladaaye,2002,27 Dec 2002,Comedy | Romance,Imtiaz Patel | Yunus Sajawal,Govinda | Kader Khan | Rani Mukerji | Zohra Segal,Aziz Sejawal,0.0,1,Comedy,Govinda,Aziz Sejawal,Flop,4,150,120
tt0348843,Jism,2003,17 Jan 2003,Drama | Romance | Thriller,Mahesh Bhatt | Niranjan Iyengar (dialogue),Bipasha Basu | John Abraham | Gulshan Grover | Vinay Pathak,Amit Saxena,0.0,6,Drama,Bipasha Basu,Amit Saxena,Hit,7,98,51
tt0349058,88 Antop Hill,2003,27 Jun 2003,Thriller,Kushan Nandy (story) | Kiran Shroff (story),Atul Kulkarni | Rahul Dev | Suchitra Pillai-Malik | Shweta Menon,Kushan Nandy,0.0,1,Thriller,Atul Kulkarni,Kushan Nandy,Flop,19,81,292
tt0349115,Baaz: A Bird in Danger,2003,07 Feb 2003,Thriller,Shyam Goel (story) | Sanjay Masoom (dialogues) | Mehboob (lyrics),Jackie Shroff | Sunil Shetty | Karisma Kapoor | Dino Morea,Tinnu Verma,0.0,1,Thriller,Jackie Shroff,Tinnu Verma,Flop,19,185,655
tt0349333,Darna Mana Hai,2003,25 Jul 2003,Horror | Adventure,Atul Sabharwal | Rajnish Thakur | Abbas Tyrewala,Sameera Reddy | Antara Mali | Sohail Khan | Saif Ali Khan,Prawaal Raman,0.0,3,Horror,Sameera Reddy,Prawaal Raman,Average,11,392,405
tt0349620,Inteqam: The Perfect Game,2004,01 Nov 2004,Action |Romance,Rajiv Babbar (story) | Shahnawaz Ahmed Kenny (scenario) | Yunus Sajawal (screenplay) | Jalees Sherwani (dialogue),Manoj Bajpayee | Isha Koppikar | Nethra Raghuraman | Parmita Katkar,Pankaj Parashar,0.0,1,Action,Manoj Bajpayee,Pankaj Parashar,Flop,0,251,379
tt0349679,Khwahish,2003,06 Jun 2003,Drama | Romance | Musical,Govind Menon (screenplay) | Shashi Wadia (dialogue),Himanshu Malik | Mallika Sherawat | Shivaji Satam | Mahmud Babai,Govind Menon,0.0,4,Drama,Himanshu Malik,Govind Menon,Average,7,168,190
tt0349703,Kyun! Ho Gaya Na...,2004,13 Aug 2004,Comedy | Drama | Romance,Tushar Hiranandani (dialogues) | Tushar Hiranandani (screenplay) | Samir Karnik | Vivek Oberoi (dialogues) | Vivek Oberoi (screenplay) | Rajesh Soni (dialogues) | Rajesh Soni (screenplay) | Milap Zaveri (dialogues) | Milap Zaveri (screenplay),Amitabh Bachchan | Vivek Oberoi | Aishwarya Rai Bachchan | Om Puri,Samir Karnik,0.0,2,Comedy,Amitabh Bachchan,Samir Karnik,Flop,4,37,532
tt0352314,Ek Hasina Thi,2004,24 Feb 2004,Crime | Romance | Thriller,Sriram Raghavan | Pooja Ladha Surti,Saif Ali Khan | Urmila Matondkar | Seema Biswas | Aditya Srivastava,Sriram Raghavan,0.0,2,Crime,Saif Ali Khan,Sriram Raghavan,Flop,5,388,617
tt0352489,Kash... Aap Hamare Hote,2003,14 Feb 2003,Family | Musical | Romance,Ravindra Peepat (screenplay) | Atul Tiwari (dialogue) | Atul Tiwari (screenplay),Juhi Babbar | Sonu Nigam | Om Puri | Sharad S. Kapoor,Ravindra Peepat,0.0,1,Family,Juhi Babbar,Ravindra Peepat,Flop,8,202,487
tt0352830,Sssshhh...,2003,24 Oct 2003,Horror | Mystery,Arshad Sayed,Tanisha | Dino Morea | Karan Nath | Gaurav Kapoor,Pavan Kaul,0.0,3,Horror,Tanisha,Pavan Kaul,Average,11,477,387
tt0353351,Dhund: The Fog,2003,21 Feb 2003,Adventure | Thriller,S. Kahn (screenplay) | Sajeev Kapoor (dialogue),Amar Upadhyaya | Aditi Govitrikar | Apoorva Agnihotri | Divya Palat,Shyam Ramsay,0.0,1,Adventure,Amar Upadhyaya,Shyam Ramsay,Flop,1,34,600
tt0354538,Ek Aur Ek Gyarah: By Hook or by Crook,2003,28 Mar 2003,Action | Comedy | Musical,Aman Jaffery (dialogue) | Shahnawaz Ahmed Kenny (scenario) | Bolu Khan (dialogue) | Yunus Sajawal (screenplay),Sanjay Dutt | Govinda | Amrita Arora | Nandini Singh,David Dhawan,0.0,3,Action,Sanjay Dutt,David Dhawan,Average,0,399,145
tt0354786,Oops!,2003,,Drama,Bijesh Jayarajan (dialogue) | Deepak Tijori,Kiran Janjani | Vikas Sethi | Adyasha | Mink Singh,Deepak Tijori,0.0,1,Drama,Kiran Janjani,Deepak Tijori,Flop,7,224,154
tt0356982,Paanch,2003,22 Apr 2006,Crime | Thriller,Anurag Kashyap,Kay Kay Menon | Aditya Srivastava | Joy Fernandes | Vijay Maurya,Anurag Kashyap,0.0,1,Crime,Kay Kay Menon,Anurag Kashyap,Flop,5,221,79
tt0357208,Stumped,2003,16 May 2003,Comedy | Drama,Gaurav Pandey | Abbas Tyrewala (lyrics),Raveena Tandon | Alyy Khan | Salman Khan | Viju Khote,Gaurav Pandey,0.0,1,Comedy,Raveena Tandon,Gaurav Pandey,Flop,4,361,180
tt0358613,Om,2003,21 Mar 2003,Action | Romance,Naeem-Ejaz (dialogue),Attin Bhalla | Sandali Sinha | Smita Jaykar | Pankaj Dheer,Ashok Honda,0.0,1,Action,Attin Bhalla,Ashok Honda,Flop,0,80,103
tt0362204,Supari,2003,20 Jun 2003,Crime | Drama,Padam Kumar (screenplay) | Atul Sabharwal (additional dialogue) | Mushtaq Sheikh (screenplay) | Sutapa Sikdar (dialogue) | Anuradha Tiwari (screenplay),Nandita Das | Uday Chopra | Rahul Dev | Purab Kohli,Padam Kumar,0.0,1,Crime,Nandita Das,Padam Kumar,Flop,5,277,375
tt0362696,Haasil,2003,16 May 2003,Crime | Drama | Romance,Tigmanshu Dhulia (dialogue) | Tigmanshu Dhulia (script) | Tigmanshu Dhulia (story),Jimmy Shergill | Hrishitaa Bhatt | Irrfan Khan | Ashutosh Rana,Tigmanshu Dhulia,0.0,1,Crime,Jimmy Shergill,Tigmanshu Dhulia,Flop,5,197,653
tt0362771,Ishq Vishk,2003,10 Apr 2003,Comedy | Romance,Ken Ghosh (story) | Kiran Kotrial (dialogue) | Vinod Ranganathan (screenplay),Shahid Kapoor | Amrita Rao | Shenaz Treasury | Vishal Malhotra,Ken Ghosh,0.0,4,Comedy,Shahid Kapoor,Ken Ghosh,Average,4,418,271
